purchase_id,supplier_id,product_id,warehouse_id,order_date,expected_date,received_date,quantity,unit_cost
PO017079,SUP0070,PROD00194,WH011,2024-01-01,2024-01-26,2024-02-08,3609,19.07
PO017080,SUP0018,PROD00086,WH007,2025-02-10,2025-02-22,2025-03-07,2739,49.79
PO017081,SUP0077,PROD00108,WH004,2024-04-16,2024-05-02,2024-05-17,875,66.07
PO017082,SUP0016,PROD00183,WH003,2024-06-21,2024-06-30,2024-07-04,2014,15.66
PO017083,SUP0003,PROD00173,WH002,2025-05-20,2025-06-18,2025-06-15,3488,46.39
PO017084,SUP0046,PROD00074,WH004,2024-05-09,2024-06-08,2024-06-18,2436,29.38
PO017085,SUP0009,PROD00292,WH005,2025-02-01,2025-03-03,2025-03-07,3099,29.39
PO017086,SUP0038,PROD00265,WH002,2024-10-20,2024-11-04,2024-11-15,3446,12.4
PO017087,SUP0039,PROD00203,WH003,2025-07-05,2025-07-19,2025-08-01,2214,13.92
PO017088,SUP0016,PROD00151,WH004,2025-03-22,2025-04-19,2025-04-23,2726,5.11
PO017089,SUP0031,PROD00130,WH002,2024-01-16,2024-02-03,2024-01-31,582,41.14
PO017090,SUP0024,PROD00181,WH010,2025-09-30,2025-10-13,2025-10-23,2733,15.09
PO017091,SUP0014,PROD00077,WH009,2024-12-14,2025-01-12,2025-01-17,228,76.07
PO017092,SUP0079,PROD00101,WH001,2024-07-21,2024-08-16,2024-08-21,2793,75.81
PO017093,SUP0028,PROD00142,WH001,2024-05-13,2024-06-08,2024-06-15,255,13.89
PO017094,SUP0053,PROD00233,WH005,2025-06-09,2025-07-02,2025-07-08,4318,38.89
PO017095,SUP0014,PROD00046,WH005,2025-05-22,2025-05-27,2025-06-01,2618,76.07
PO017096,SUP0028,PROD00114,WH010,2024-03-06,2024-03-25,2024-04-02,2713,18.39
PO017097,SUP0046,PROD00233,WH005,2025-04-24,2025-05-20,2025-05-19,3514,19.07
PO017098,SUP0060,PROD00258,WH001,2025-04-03,2025-04-08,2025-04-18,4447,33.1
PO017099,SUP0024,PROD00132,WH007,2024-12-07,2024-12-18,2024-12-17,2938,58.06
PO017100,SUP0063,PROD00079,WH012,2025-12-07,2025-12-18,2025-12-15,1441,26.12
PO017101,SUP0047,PROD00172,WH003,2025-09-17,2025-10-10,2025-10-25,573,13.93
PO017102,SUP0022,PROD00120,WH002,2024-06-07,2024-06-22,2024-07-03,2128,72.14
PO017103,SUP0075,PROD00227,WH011,2024-06-09,2024-07-01,2024-07-15,2772,45.4
PO017104,SUP0073,PROD00213,WH009,2024-09-10,2024-09-26,2024-10-04,2144,64.91
PO017105,SUP0071,PROD00291,WH012,2025-06-10,2025-06-18,2025-06-21,1073,41.14
PO017106,SUP0072,PROD00239,WH006,2025-07-02,2025-07-23,2025-08-06,3164,6.86
PO017107,SUP0071,PROD00161,WH012,2024-06-03,2024-06-26,2024-06-23,3224,21.55
PO017108,SUP0007,PROD00079,WH009,2025-04-30,2025-05-24,2025-05-25,1601,41.04
PO017109,SUP0065,PROD00231,WH007,2025-03-07,2025-03-22,2025-03-23,3948,48.51
PO017110,SUP0049,PROD00222,WH008,2024-01-27,2024-02-25,2024-03-03,1785,41.14
PO017111,SUP0048,PROD00279,WH012,2024-01-12,2024-02-06,2024-02-06,2211,13.64
PO017112,SUP0013,PROD00141,WH008,2024-03-07,2024-03-15,2024-03-26,3132,48.37
PO017113,SUP0011,PROD00004,WH008,2025-06-25,2025-07-17,2025-07-24,3268,79.74
PO017114,SUP0016,PROD00192,WH003,2024-04-05,2024-05-02,2024-05-10,219,76.94
PO017115,SUP0043,PROD00017,WH009,2024-08-02,2024-08-31,2024-09-03,1817,66.95
PO017116,SUP0068,PROD00210,WH001,2024-07-12,2024-08-10,2024-08-19,3567,7.34
PO017117,SUP0035,PROD00159,WH010,2025-10-08,2025-10-28,2025-11-10,3419,70.77
PO017118,SUP0016,PROD00122,WH006,2024-10-16,2024-10-29,2024-10-28,4360,60.85
PO017119,SUP0022,PROD00248,WH011,2025-06-27,2025-07-22,2025-08-06,59,52.77
PO017120,SUP0077,PROD00287,WH003,2024-02-08,2024-02-13,2024-02-22,718,26.38
PO017121,SUP0078,PROD00030,WH003,2024-07-24,2024-08-17,2024-08-18,2345,65.04
PO017122,SUP0057,PROD00196,WH003,2025-07-08,2025-07-23,2025-07-20,2399,15.09
PO017123,SUP0035,PROD00135,WH010,2025-04-28,2025-05-20,2025-05-29,4855,78.5
PO017124,SUP0045,PROD00175,WH002,2024-12-02,2024-12-24,2024-12-24,3755,76.94
PO017125,SUP0032,PROD00147,WH001,2025-05-10,2025-05-30,2025-06-04,1172,34.41
PO017126,SUP0008,PROD00087,WH001,2024-09-05,2024-09-12,2024-09-24,3408,75.43
PO017127,SUP0067,PROD00105,WH003,2024-03-14,2024-03-26,2024-03-31,1835,49.19
PO017128,SUP0055,PROD00100,WH005,2025-01-07,2025-01-21,2025-02-03,716,6.27
PO017129,SUP0013,PROD00108,WH009,2025-12-02,2025-12-18,2025-12-20,3460,77.26
PO017130,SUP0013,PROD00226,WH002,2024-05-17,2024-06-06,2024-06-12,2088,9.26
PO017131,SUP0046,PROD00005,WH008,2025-04-01,2025-04-15,2025-04-28,554,19.07
PO017132,SUP0033,PROD00171,WH007,2025-03-19,2025-03-31,2025-04-14,4279,56.38
PO017133,SUP0071,PROD00194,WH002,2024-12-18,2024-12-31,2025-01-08,3533,37.86
PO017134,SUP0065,PROD00141,WH004,2025-02-14,2025-02-24,2025-03-01,4524,36.83
PO017135,SUP0030,PROD00022,WH011,2025-11-08,2025-11-29,2025-12-02,2066,41.04
PO017136,SUP0070,PROD00035,WH012,2025-06-21,2025-07-05,2025-07-20,4289,24.38
PO017137,SUP0067,PROD00058,WH003,2025-03-28,2025-04-24,2025-05-01,1758,76.2
PO017138,SUP0051,PROD00233,WH004,2025-02-22,2025-03-22,2025-04-04,4871,47.27
PO017139,SUP0004,PROD00014,WH009,2025-03-25,2025-04-13,2025-04-22,3433,73.3
PO017140,SUP0063,PROD00269,WH001,2025-08-07,2025-09-04,2025-09-01,2388,39.14
PO017141,SUP0005,PROD00112,WH004,2024-04-24,2024-05-17,2024-06-01,1343,48.51
PO017142,SUP0026,PROD00053,WH003,2024-02-20,2024-03-19,2024-03-28,2732,66.95
PO017143,SUP0060,PROD00225,WH007,2025-01-03,2025-01-28,2025-01-28,4900,21.55
PO017144,SUP0053,PROD00243,WH011,2025-11-13,2025-12-04,2025-12-07,994,76.94
PO017145,SUP0003,PROD00284,WH009,2025-05-29,2025-06-10,2025-06-25,2962,23.55
PO017146,SUP0067,PROD00167,WH005,2024-07-28,2024-08-23,2024-08-21,1265,65.73
PO017147,SUP0016,PROD00076,WH009,2025-09-18,2025-10-01,2025-09-29,1424,35.25
PO017148,SUP0012,PROD00189,WH005,2025-11-09,2025-11-29,2025-12-02,1232,28.48
PO017149,SUP0046,PROD00264,WH009,2025-03-10,2025-03-17,2025-03-18,3835,38.66
PO017150,SUP0042,PROD00237,WH001,2024-08-14,2024-08-20,2024-08-29,1490,30.67
PO017151,SUP0035,PROD00188,WH003,2025-10-24,2025-11-19,2025-11-24,470,43.94
PO017152,SUP0016,PROD00152,WH009,2024-09-24,2024-10-17,2024-10-30,969,23.55
PO017153,SUP0038,PROD00275,WH001,2024-04-25,2024-05-17,2024-05-25,3006,70.77
PO017154,SUP0007,PROD00266,WH006,2025-08-22,2025-09-17,2025-09-14,768,64.91
PO017155,SUP0048,PROD00008,WH006,2024-12-25,2025-01-12,2025-01-25,1144,70.71
PO017156,SUP0032,PROD00171,WH005,2024-11-24,2024-12-23,2025-01-07,1032,66.07
PO017157,SUP0029,PROD00229,WH003,2024-02-09,2024-02-14,2024-02-25,446,5.38
PO017158,SUP0017,PROD00094,WH006,2024-06-30,2024-07-21,2024-08-03,3672,75.79
PO017159,SUP0041,PROD00143,WH011,2025-05-04,2025-05-17,2025-05-26,2082,76.07
PO017160,SUP0056,PROD00102,WH011,2024-07-27,2024-08-17,2024-08-15,2165,78.75
PO017161,SUP0066,PROD00021,WH003,2024-09-29,2024-10-13,2024-10-22,1961,9.72
PO017162,SUP0063,PROD00012,WH003,2024-04-28,2024-05-12,2024-05-09,3377,78.5
PO017163,SUP0018,PROD00220,WH001,2025-01-16,2025-02-10,2025-02-21,896,23.55
PO017164,SUP0002,PROD00121,WH009,2025-06-19,2025-07-10,2025-07-24,964,61.6
PO017165,SUP0080,PROD00007,WH010,2024-09-14,2024-09-28,2024-10-05,4056,60.25
PO017166,SUP0068,PROD00074,WH005,2025-04-27,2025-05-02,2025-05-13,4526,41.82
PO017167,SUP0038,PROD00293,WH005,2025-05-23,2025-06-19,2025-06-18,2322,78.74
PO017168,SUP0016,PROD00204,WH012,2024-04-01,2024-04-09,2024-04-08,2155,52.13
PO017169,SUP0033,PROD00144,WH011,2024-06-09,2024-07-02,2024-07-12,4479,8.36
PO017170,SUP0006,PROD00214,WH012,2024-05-28,2024-06-20,2024-07-02,2495,35.69
PO017171,SUP0042,PROD00133,WH006,2024-04-26,2024-05-19,2024-05-28,450,59.39
PO017172,SUP0065,PROD00013,WH008,2025-04-02,2025-04-08,2025-04-05,1994,57.19
PO017173,SUP0012,PROD00170,WH011,2025-07-18,2025-08-03,2025-08-01,1800,34.36
PO017174,SUP0037,PROD00072,WH010,2024-02-14,2024-02-27,2024-03-11,4584,30.65
PO017175,SUP0072,PROD00299,WH008,2024-08-21,2024-08-28,2024-09-03,4312,68.43
PO017176,SUP0004,PROD00002,WH010,2025-01-09,2025-01-21,2025-02-05,235,40.65
PO017177,SUP0058,PROD00018,WH003,2025-06-30,2025-07-19,2025-07-19,4934,27.72
PO017178,SUP0066,PROD00020,WH011,2024-07-15,2024-07-20,2024-07-22,949,2.79
PO017179,SUP0018,PROD00245,WH009,2024-01-25,2024-02-06,2024-02-10,132,13.89
PO017180,SUP0012,PROD00291,WH002,2025-01-29,2025-02-22,2025-02-22,2453,63.42
PO017181,SUP0025,PROD00238,WH008,2025-12-14,2026-01-04,2026-01-18,1681,6.44
PO017182,SUP0055,PROD00255,WH002,2024-02-05,2024-03-06,2024-03-14,2425,19.07
PO017183,SUP0044,PROD00209,WH009,2025-04-18,2025-05-12,2025-05-19,1509,9.58
PO017184,SUP0053,PROD00027,WH009,2024-08-10,2024-08-17,2024-08-14,4448,26.12
PO017185,SUP0026,PROD00279,WH008,2025-06-13,2025-06-27,2025-06-24,2624,58.26
PO017186,SUP0074,PROD00194,WH007,2024-07-06,2024-07-17,2024-07-25,1258,37.22
PO017187,SUP0040,PROD00199,WH008,2025-02-05,2025-02-16,2025-02-23,2929,36.83
PO017188,SUP0070,PROD00105,WH008,2024-09-13,2024-10-13,2024-10-17,4089,12.25
PO017189,SUP0073,PROD00171,WH008,2025-10-15,2025-11-08,2025-11-09,2365,52.18
PO017190,SUP0058,PROD00299,WH004,2024-05-15,2024-05-21,2024-05-28,3760,32.97
PO017191,SUP0019,PROD00287,WH009,2025-08-13,2025-08-30,2025-08-27,3071,33.1
PO017192,SUP0076,PROD00262,WH001,2025-03-19,2025-04-04,2025-04-05,339,35.9
PO017193,SUP0051,PROD00034,WH005,2025-02-21,2025-03-02,2025-03-07,629,53.27
PO017194,SUP0044,PROD00287,WH001,2024-10-18,2024-10-27,2024-10-28,2097,33.86
PO017195,SUP0034,PROD00291,WH006,2025-07-27,2025-08-22,2025-09-04,940,2.46
PO017196,SUP0047,PROD00187,WH010,2024-05-08,2024-05-16,2024-05-13,3240,2.79
PO017197,SUP0018,PROD00266,WH008,2024-12-06,2025-01-05,2025-01-17,4392,11.0
PO017198,SUP0068,PROD00186,WH007,2024-09-13,2024-09-26,2024-09-25,3797,75.87
PO017199,SUP0066,PROD00208,WH012,2025-12-24,2026-01-23,2026-02-05,1772,15.99
PO017200,SUP0050,PROD00086,WH004,2025-07-19,2025-07-29,2025-07-29,4805,46.39
PO017201,SUP0046,PROD00252,WH003,2025-11-17,2025-11-26,2025-12-06,2078,35.25
PO017202,SUP0025,PROD00261,WH001,2024-04-09,2024-04-22,2024-04-27,3630,49.19
PO017203,SUP0034,PROD00093,WH002,2024-02-08,2024-02-27,2024-03-04,2419,75.79
PO017204,SUP0006,PROD00158,WH011,2024-09-19,2024-10-13,2024-10-20,3702,56.38
PO017205,SUP0060,PROD00210,WH005,2024-05-29,2024-06-22,2024-06-27,2533,37.86
PO017206,SUP0045,PROD00028,WH012,2025-09-24,2025-10-19,2025-10-19,3983,12.22
PO017207,SUP0067,PROD00166,WH004,2025-11-20,2025-12-14,2025-12-21,1193,28.59
PO017208,SUP0017,PROD00179,WH003,2024-11-25,2024-12-13,2024-12-22,4565,56.9
PO017209,SUP0055,PROD00149,WH005,2024-04-29,2024-05-19,2024-05-18,2108,7.34
PO017210,SUP0077,PROD00285,WH008,2025-08-06,2025-08-16,2025-08-21,4713,47.53
PO017211,SUP0043,PROD00249,WH009,2024-08-06,2024-08-24,2024-08-28,2353,68.27
PO017212,SUP0014,PROD00102,WH009,2024-05-02,2024-05-19,2024-05-18,2139,46.39
PO017213,SUP0025,PROD00003,WH012,2024-08-31,2024-09-15,2024-09-14,1100,5.92
PO017214,SUP0004,PROD00121,WH001,2025-08-09,2025-09-02,2025-09-17,1683,45.0
PO017215,SUP0018,PROD00014,WH010,2025-06-01,2025-06-29,2025-07-11,2998,68.77
PO017216,SUP0045,PROD00016,WH006,2024-01-21,2024-02-08,2024-02-10,4088,79.76
PO017217,SUP0015,PROD00134,WH010,2024-07-08,2024-07-24,2024-07-25,3933,56.82
PO017218,SUP0009,PROD00025,WH007,2024-08-12,2024-08-25,2024-08-26,3498,37.22
PO017219,SUP0060,PROD00220,WH004,2025-09-06,2025-09-19,2025-09-28,3602,45.4
PO017220,SUP0060,PROD00200,WH001,2025-04-10,2025-04-27,2025-04-25,3559,19.35
PO017221,SUP0018,PROD00032,WH012,2024-04-08,2024-05-05,2024-05-11,1100,47.53
PO017222,SUP0045,PROD00276,WH009,2024-12-28,2025-01-06,2025-01-08,3030,30.65
PO017223,SUP0072,PROD00141,WH002,2024-03-23,2024-04-01,2024-04-05,3092,53.27
PO017224,SUP0073,PROD00230,WH010,2025-11-23,2025-12-20,2025-12-26,4529,42.55
PO017225,SUP0062,PROD00132,WH001,2025-10-25,2025-11-19,2025-11-25,947,19.07
PO017226,SUP0062,PROD00210,WH009,2024-02-25,2024-03-18,2024-03-16,946,8.58
PO017227,SUP0009,PROD00003,WH004,2025-12-02,2025-12-14,2025-12-11,2685,76.94
PO017228,SUP0034,PROD00130,WH012,2024-01-22,2024-02-08,2024-02-07,4942,38.62
PO017229,SUP0052,PROD00061,WH002,2025-08-02,2025-08-12,2025-08-15,3495,50.79
PO017230,SUP0034,PROD00230,WH008,2024-07-03,2024-07-22,2024-08-03,1718,58.06
PO017231,SUP0028,PROD00138,WH012,2025-06-05,2025-06-12,2025-06-16,778,59.82
PO017232,SUP0006,PROD00075,WH008,2025-07-31,2025-08-08,2025-08-20,1110,60.25
PO017233,SUP0043,PROD00180,WH010,2024-09-20,2024-10-13,2024-10-17,3884,35.25
PO017234,SUP0065,PROD00204,WH009,2024-08-12,2024-08-24,2024-08-25,3972,10.98
PO017235,SUP0064,PROD00161,WH001,2025-09-26,2025-10-03,2025-10-15,1517,67.92
PO017236,SUP0065,PROD00100,WH010,2024-02-07,2024-03-08,2024-03-13,4834,40.36
PO017237,SUP0005,PROD00205,WH011,2024-05-02,2024-05-10,2024-05-11,634,24.88
PO017238,SUP0044,PROD00265,WH010,2024-06-04,2024-06-30,2024-07-07,1542,9.15
PO017239,SUP0059,PROD00239,WH006,2024-10-27,2024-11-17,2024-11-20,1492,48.41
PO017240,SUP0025,PROD00179,WH007,2024-03-07,2024-04-04,2024-04-05,2937,54.95
PO017241,SUP0041,PROD00063,WH010,2025-10-06,2025-10-22,2025-10-21,1172,24.88
PO017242,SUP0036,PROD00049,WH001,2025-01-28,2025-02-17,2025-02-24,3463,13.92
PO017243,SUP0066,PROD00182,WH009,2025-10-13,2025-11-02,2025-11-10,4358,65.73
PO017244,SUP0036,PROD00195,WH003,2025-08-16,2025-09-14,2025-09-18,2695,4.81
PO017245,SUP0007,PROD00150,WH002,2025-07-23,2025-08-19,2025-09-02,4790,55.28
PO017246,SUP0009,PROD00058,WH007,2025-10-22,2025-11-20,2025-11-19,4141,63.05
PO017247,SUP0024,PROD00258,WH002,2025-02-08,2025-03-02,2025-02-27,1450,75.43
PO017248,SUP0046,PROD00138,WH003,2025-03-24,2025-04-08,2025-04-23,2957,11.35
PO017249,SUP0032,PROD00154,WH005,2024-05-10,2024-05-16,2024-05-21,1111,69.81
PO017250,SUP0003,PROD00140,WH008,2024-03-09,2024-03-27,2024-03-28,753,48.41
PO017251,SUP0069,PROD00290,WH001,2024-12-10,2025-01-07,2025-01-13,4171,15.66
PO017252,SUP0075,PROD00156,WH012,2024-11-15,2024-11-21,2024-11-26,3744,4.81
PO017253,SUP0026,PROD00153,WH004,2024-06-25,2024-07-18,2024-07-26,1946,41.14
PO017254,SUP0051,PROD00217,WH007,2025-08-06,2025-08-12,2025-08-21,341,56.03
PO017255,SUP0020,PROD00119,WH007,2025-06-12,2025-06-25,2025-07-02,4723,63.62
PO017256,SUP0069,PROD00083,WH003,2024-06-08,2024-06-17,2024-06-20,310,41.04
PO017257,SUP0024,PROD00181,WH009,2025-08-04,2025-08-20,2025-08-17,513,64.5
PO017258,SUP0080,PROD00135,WH007,2025-09-16,2025-09-25,2025-10-09,4509,11.7
PO017259,SUP0043,PROD00119,WH008,2025-06-16,2025-06-27,2025-06-24,4377,23.98
PO017260,SUP0003,PROD00270,WH007,2024-05-14,2024-06-07,2024-06-13,3466,25.36
PO017261,SUP0078,PROD00274,WH007,2024-04-20,2024-05-11,2024-05-11,2281,45.48
PO017262,SUP0055,PROD00143,WH011,2024-10-09,2024-11-05,2024-11-18,3548,70.19
PO017263,SUP0073,PROD00103,WH006,2025-06-03,2025-06-21,2025-06-28,1325,25.33
PO017264,SUP0047,PROD00247,WH012,2025-12-19,2025-12-31,2026-01-13,827,63.37
PO017265,SUP0020,PROD00083,WH011,2024-07-12,2024-07-22,2024-07-22,3985,41.04
PO017266,SUP0013,PROD00293,WH003,2024-02-16,2024-02-21,2024-02-21,1855,10.02
PO017267,SUP0057,PROD00122,WH008,2024-12-07,2025-01-05,2025-01-12,1736,2.73
PO017268,SUP0024,PROD00190,WH011,2024-08-29,2024-09-22,2024-09-26,329,36.48
PO017269,SUP0021,PROD00244,WH011,2025-06-05,2025-06-12,2025-06-14,786,55.28
PO017270,SUP0061,PROD00007,WH004,2025-01-04,2025-01-27,2025-02-06,992,23.55
PO017271,SUP0026,PROD00254,WH002,2024-05-10,2024-05-15,2024-05-22,4344,60.46
PO017272,SUP0068,PROD00076,WH001,2024-09-26,2024-10-02,2024-10-17,2583,6.01
PO017273,SUP0059,PROD00253,WH006,2024-03-01,2024-03-13,2024-03-16,1808,73.3
PO017274,SUP0068,PROD00142,WH008,2024-06-12,2024-06-19,2024-06-20,4879,52.77
PO017275,SUP0029,PROD00043,WH006,2025-06-08,2025-06-21,2025-06-25,1173,63.51
PO017276,SUP0056,PROD00132,WH011,2024-09-28,2024-10-05,2024-10-14,2089,45.0
PO017277,SUP0044,PROD00006,WH011,2025-12-20,2026-01-17,2026-01-23,3828,77.26
PO017278,SUP0024,PROD00039,WH008,2024-05-12,2024-06-07,2024-06-12,4243,21.55
PO017279,SUP0030,PROD00015,WH001,2024-08-31,2024-09-20,2024-10-03,2831,10.32
PO017280,SUP0022,PROD00172,WH008,2025-03-09,2025-03-29,2025-04-06,3022,28.48
PO017281,SUP0025,PROD00195,WH005,2024-02-07,2024-03-04,2024-03-17,4968,52.77
PO017282,SUP0072,PROD00204,WH007,2025-07-21,2025-08-16,2025-08-17,4580,25.06
PO017283,SUP0056,PROD00118,WH001,2024-11-14,2024-11-21,2024-11-18,152,74.46
PO017284,SUP0013,PROD00287,WH003,2025-05-24,2025-06-13,2025-06-15,3242,10.98
PO017285,SUP0032,PROD00172,WH004,2025-01-10,2025-02-06,2025-02-14,4454,9.72
PO017286,SUP0067,PROD00056,WH001,2025-07-13,2025-07-23,2025-07-23,4463,24.25
PO017287,SUP0037,PROD00070,WH010,2025-09-08,2025-09-30,2025-10-10,2243,11.35
PO017288,SUP0023,PROD00041,WH005,2025-04-18,2025-05-14,2025-05-18,3819,5.38
PO017289,SUP0030,PROD00168,WH005,2024-02-28,2024-03-13,2024-03-28,4709,69.05
PO017290,SUP0001,PROD00254,WH012,2025-08-11,2025-08-25,2025-08-25,3051,75.64
PO017291,SUP0063,PROD00223,WH011,2025-05-13,2025-06-03,2025-06-15,4845,47.27
PO017292,SUP0074,PROD00203,WH001,2024-08-05,2024-08-26,2024-09-07,4598,58.26
PO017293,SUP0079,PROD00105,WH006,2025-07-20,2025-08-08,2025-08-06,2208,28.48
PO017294,SUP0058,PROD00218,WH003,2025-07-20,2025-08-16,2025-08-18,4941,10.32
PO017295,SUP0060,PROD00241,WH001,2024-05-08,2024-05-19,2024-05-18,4024,39.14
PO017296,SUP0031,PROD00018,WH011,2025-01-17,2025-02-05,2025-02-06,3529,79.74
PO017297,SUP0038,PROD00055,WH007,2025-01-22,2025-02-09,2025-02-24,1533,53.79
PO017298,SUP0015,PROD00182,WH010,2024-03-25,2024-03-31,2024-04-04,1024,57.19
PO017299,SUP0026,PROD00054,WH005,2025-05-24,2025-06-08,2025-06-19,1552,6.01
PO017300,SUP0078,PROD00203,WH002,2025-12-26,2025-12-31,2026-01-08,3173,72.62
PO017301,SUP0004,PROD00186,WH011,2025-09-18,2025-09-23,2025-10-01,230,10.08
PO017302,SUP0012,PROD00265,WH004,2025-03-12,2025-03-24,2025-03-31,4191,52.04
PO017303,SUP0006,PROD00149,WH011,2024-10-19,2024-11-15,2024-11-24,156,36.06
PO017304,SUP0014,PROD00292,WH009,2024-02-18,2024-02-23,2024-03-08,1127,55.62
PO017305,SUP0070,PROD00125,WH003,2024-03-07,2024-03-17,2024-03-18,4557,26.49
PO017306,SUP0002,PROD00208,WH006,2024-05-08,2024-06-02,2024-05-30,2883,36.83
PO017307,SUP0022,PROD00141,WH006,2024-01-29,2024-02-15,2024-02-21,4348,68.37
PO017308,SUP0021,PROD00121,WH010,2024-12-08,2024-12-15,2024-12-26,3274,21.66
PO017309,SUP0038,PROD00086,WH011,2025-06-28,2025-07-06,2025-07-07,1065,56.32
PO017310,SUP0056,PROD00052,WH007,2024-04-28,2024-05-23,2024-05-25,3598,68.37
PO017311,SUP0051,PROD00211,WH001,2025-11-22,2025-12-04,2025-12-08,3018,66.95
PO017312,SUP0075,PROD00144,WH005,2025-10-24,2025-11-04,2025-11-17,2605,15.59
PO017313,SUP0079,PROD00009,WH011,2024-05-12,2024-05-22,2024-05-28,2657,33.24
PO017314,SUP0029,PROD00083,WH004,2024-11-22,2024-12-06,2024-12-05,3693,15.99
PO017315,SUP0031,PROD00189,WH008,2024-07-03,2024-07-10,2024-07-18,4888,13.92
PO017316,SUP0078,PROD00153,WH012,2025-05-20,2025-06-04,2025-06-08,2771,6.27
PO017317,SUP0078,PROD00065,WH009,2025-10-07,2025-11-01,2025-11-09,898,31.56
PO017318,SUP0014,PROD00164,WH005,2025-11-19,2025-12-17,2025-12-24,3876,18.01
PO017319,SUP0049,PROD00188,WH004,2025-06-17,2025-07-17,2025-07-21,733,53.56
PO017320,SUP0026,PROD00206,WH007,2024-08-28,2024-09-20,2024-09-24,2791,43.85
PO017321,SUP0031,PROD00164,WH005,2025-08-11,2025-08-20,2025-08-17,3335,75.35
PO017322,SUP0066,PROD00006,WH006,2025-12-16,2025-12-23,2025-12-24,2512,77.48
PO017323,SUP0013,PROD00106,WH003,2025-05-30,2025-06-11,2025-06-26,1294,48.37
PO017324,SUP0055,PROD00016,WH001,2024-06-13,2024-06-29,2024-07-06,844,40.65
PO017325,SUP0038,PROD00175,WH005,2025-10-01,2025-10-07,2025-10-07,3976,5.38
PO017326,SUP0055,PROD00141,WH004,2025-07-10,2025-08-01,2025-08-05,3791,15.99
PO017327,SUP0019,PROD00207,WH003,2024-08-05,2024-08-18,2024-08-31,1783,10.95
PO017328,SUP0072,PROD00210,WH012,2025-10-09,2025-10-18,2025-11-02,806,19.35
PO017329,SUP0079,PROD00035,WH009,2025-11-10,2025-12-02,2025-12-15,3238,36.48
PO017330,SUP0077,PROD00038,WH003,2025-08-27,2025-09-07,2025-09-15,2168,11.53
PO017331,SUP0036,PROD00099,WH002,2024-01-05,2024-01-24,2024-01-21,1200,74.47
PO017332,SUP0017,PROD00038,WH005,2025-10-29,2025-11-11,2025-11-09,465,11.94
PO017333,SUP0013,PROD00145,WH010,2024-03-21,2024-04-14,2024-04-29,1261,74.47
PO017334,SUP0012,PROD00225,WH002,2024-09-03,2024-09-10,2024-09-15,199,28.59
PO017335,SUP0078,PROD00047,WH006,2025-05-07,2025-06-03,2025-06-02,2338,61.27
PO017336,SUP0020,PROD00140,WH009,2025-10-10,2025-10-16,2025-10-18,509,22.63
PO017337,SUP0023,PROD00006,WH005,2025-01-20,2025-02-07,2025-02-12,4568,6.44
PO017338,SUP0025,PROD00107,WH011,2025-07-28,2025-08-19,2025-08-29,1408,11.35
PO017339,SUP0024,PROD00223,WH009,2024-11-02,2024-11-07,2024-11-05,1794,61.27
PO017340,SUP0008,PROD00016,WH008,2025-09-19,2025-10-12,2025-10-23,1567,9.15
PO017341,SUP0043,PROD00099,WH009,2025-09-16,2025-09-29,2025-10-14,943,29.38
PO017342,SUP0032,PROD00218,WH002,2025-06-26,2025-07-01,2025-07-01,708,9.15
PO017343,SUP0006,PROD00207,WH005,2024-01-07,2024-02-05,2024-02-13,3648,63.42
PO017344,SUP0051,PROD00049,WH004,2025-05-29,2025-06-14,2025-06-23,3420,21.53
PO017345,SUP0007,PROD00246,WH007,2025-07-21,2025-07-28,2025-07-27,2163,30.67
PO017346,SUP0038,PROD00017,WH011,2024-03-13,2024-04-01,2024-04-05,1976,65.73
PO017347,SUP0068,PROD00134,WH001,2024-01-10,2024-01-28,2024-01-28,3297,14.87
PO017348,SUP0069,PROD00163,WH005,2025-07-26,2025-08-03,2025-08-08,3570,25.57
PO017349,SUP0007,PROD00263,WH002,2025-07-15,2025-08-13,2025-08-11,571,63.51
PO017350,SUP0052,PROD00163,WH001,2024-05-01,2024-05-22,2024-05-28,1684,30.9
PO017351,SUP0058,PROD00250,WH012,2025-11-17,2025-11-26,2025-11-23,1478,47.27
PO017352,SUP0043,PROD00221,WH009,2025-05-27,2025-06-13,2025-06-12,2205,71.66
PO017353,SUP0032,PROD00057,WH011,2025-03-16,2025-04-09,2025-04-13,2334,9.26
PO017354,SUP0068,PROD00144,WH007,2024-02-07,2024-02-26,2024-03-06,1867,48.5
PO017355,SUP0070,PROD00118,WH005,2025-12-02,2026-01-01,2026-01-15,4485,68.77
PO017356,SUP0004,PROD00037,WH009,2025-08-13,2025-08-31,2025-09-03,4534,38.62
PO017357,SUP0043,PROD00001,WH012,2024-12-10,2024-12-24,2024-12-30,1330,53.79
PO017358,SUP0072,PROD00138,WH004,2024-12-03,2024-12-19,2024-12-20,931,72.14
PO017359,SUP0048,PROD00140,WH004,2025-12-02,2025-12-11,2025-12-26,998,40.65
PO017360,SUP0031,PROD00192,WH003,2024-07-02,2024-07-14,2024-07-12,4866,14.3
PO017361,SUP0023,PROD00102,WH010,2024-03-07,2024-03-21,2024-04-01,162,77.48
PO017362,SUP0058,PROD00095,WH009,2024-01-17,2024-01-22,2024-01-31,1305,12.21
PO017363,SUP0037,PROD00132,WH003,2025-01-17,2025-02-01,2025-02-03,1699,63.62
